"Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10"
90,620,1,0.323,0.012,1.68,0.243,0.017,0,0
90,620,1,0.323,0.012,1.68,0.243,0.017,0,0
90,620,1,0.323,0.012,1.68,0.243,0.017,0,0
45,610,1,0.334,0.009,1.505,0.228,0.016,0,0
45,610,1,0.334,0.009,1.505,0.228,0.016,0,0
45,610,1,0.334,0.009,1.505,0.228,0.016,0,0
45,610,1,0.334,0.009,1.505,0.228,0.016,0,0
22,645,1,0.416,0.015,0.172,0.228,0.049,0,1
22,645,1,0.416,0.015,0.172,0.228,0.049,0,1
22,645,1,0.416,0.015,0.172,0.228,0.049,0,1
22,645,1,0.416,0.015,0.172,0.228,0.049,0,1
22,645,1,0.416,0.01,0.174,0.237,0.046,0,1
22,645,1,0.416,0.01,0.174,0.237,0.046,0,1
22,645,1,0.416,0.01,0.174,0.237,0.046,0,1
22,645,1,0.416,0.01,0.174,0.237,0.046,0,1
34,620,1,0.366,0.01,0.116,0.296,0.01,0,0
34,620,1,0.366,0.01,0.116,0.296,0.01,0,0
53,680,0,0.417,0.007,0.169,0.22,0.01,0,1
53,680,0,0.417,0.007,0.169,0.22,0.01,0,1
80,675,1,0.413,0.009,1.336,0.222,0.01,0,0
80,675,1,0.413,0.009,1.336,0.222,0.01,0,0
47,620,1,0.366,0.01,0.116,0.296,0.01,0,0
47,620,1,0.366,0.01,0.116,0.296,0.01,0,0
54,600,1,0.362,0.013,1.421,0.268,0.011,0,0
54,600,1,0.362,0.013,1.421,0.268,0.011,0,0
22,660,1,0.405,0.013,0.17,0.167,0.013,0,1
40,670,1,0.5,0.009,0.168,0.028,0.012,1,0
40,670,1,0.5,0.009,0.168,0.028,0.012,1,0
40,670,1,0.5,0.009,0.168,0.028,0.012,1,0
40,670,1,0.5,0.009,0.168,0.028,0.012,1,0
37,670,1,0.422,0.01,0.188,0.268,0.011,0,1
37,670,1,0.422,0.01,0.188,0.268,0.011,0,1
47,665,1,0.427,0.017,0.128,0.277,0.009,0,1
47,665,1,0.427,0.017,0.128,0.277,0.009,0,1
53,665,1,0.422,0.008,0.209,0.265,0.011,0,1
53,665,1,0.422,0.008,0.209,0.265,0.011,0,1
62,675,0,0.427,0.017,0.128,0.277,0.009,0,1
62,675,0,0.427,0.017,0.128,0.277,0.009,0,1
33,515,1,0.284,0.019,0.178,0.227,0.012,0,1
33,515,1,0.284,0.019,0.178,0.227,0.012,0,1
33,515,1,0.284,0.019,0.178,0.227,0.012,0,1
33,515,1,0.284,0.019,0.178,0.227,0.012,0,1
53,645,0,0.415,0.018,0.134,0.173,0.014,0,1
53,645,0,0.415,0.018,0.134,0.173,0.014,0,1
53,645,0,0.415,0.018,0.134,0.173,0.014,0,1
53,645,0,0.415,0.018,0.134,0.173,0.014,0,1
55,640,0,0.249,0.012,0.199,0.22,0.011,0,1
55,640,0,0.249,0.012,0.199,0.22,0.011,0,1
55,640,0,0.249,0.012,0.199,0.22,0.011,0,1
55,640,0,0.249,0.012,0.199,0.22,0.011,0,1
65,630,0,0.249,0.012,0.209,0.219,0.01,0,1
65,630,0,0.249,0.012,0.209,0.219,0.01,0,1
65,630,0,0.249,0.012,0.209,0.219,0.01,0,1
65,630,0,0.249,0.012,0.209,0.219,0.01,0,1
50,650,0,0.417,0.01,0.13,0.162,0.007,0,1
55,645,0,0.415,0.013,0.139,0.169,0.009,0,1
75,635,0,0.412,0.014,0.119,0.17,0.011,0,1
110,680,0,0.416,0.013,0.109,0.167,0.012,0,1
110,680,0,0.407,0.021,0.184,0.164,0.01,0,1
120,680,0,0.413,0.011,0.163,0.172,0.011,0,1
22,600,1,0.42,0.015,0.149,0.169,0.01,0,1
22,600,1,0.42,0.015,0.149,0.169,0.01,0,1
22,600,1,0.42,0.015,0.149,0.169,0.01,0,1
22,600,1,0.42,0.015,0.149,0.169,0.01,0,1
25,605,1,0.428,0.018,0.151,0.174,0.01,0,1
25,605,1,0.428,0.018,0.151,0.174,0.01,0,1
25,605,1,0.428,0.018,0.151,0.174,0.01,0,1
25,605,1,0.428,0.018,0.151,0.174,0.01,0,1
50,610,1,0.251,0.01,0.211,0.222,0.011,0,1
50,610,1,0.251,0.01,0.211,0.222,0.011,0,1
50,610,1,0.251,0.01,0.211,0.222,0.011,0,1
50,610,1,0.251,0.01,0.211,0.222,0.011,0,1
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.28,0.006,0.146,0.232,0.031,0,0
110,630,0,0.28,0.006,0.146,0.232,0.031,0,0
110,630,0,0.28,0.006,0.146,0.232,0.031,0,0
110,630,0,0.28,0.006,0.146,0.232,0.031,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
110,630,0,0.304,0.008,0.246,0.225,0.027,0,0
140,630,0,0.304,0.008,0.246,0.225,0.027,0,0
140,630,0,0.304,0.008,0.246,0.225,0.027,0,0
140,630,0,0.304,0.008,0.246,0.225,0.027,0,0
140,630,0,0.304,0.008,0.246,0.225,0.027,0,0
120,680,0,0.425,0.017,0.391,0.173,0.028,0,0
140,685,0,0.425,0.017,0.391,0.173,0.028,0,0
140,685,0,0.425,0.017,0.391,0.173,0.028,0,0
140,685,0,0.425,0.017,0.391,0.173,0.028,0,0
140,685,0,0.425,0.017,0.391,0.173,0.028,0,0
170,695,0,0.425,0.017,0.391,0.173,0.028,0,0
170,695,0,0.425,0.017,0.391,0.173,0.028,0,0
170,695,0,0.425,0.017,0.391,0.173,0.028,0,0
170,695,0,0.425,0.017,0.391,0.173,0.028,0,0
25,640,1,0.406,0.011,0.208,0.229,0.05,0,1
25,640,1,0.406,0.011,0.208,0.229,0.05,0,1
38,655,1,0.408,0.008,0.181,0.228,0.051,0,1
38,655,1,0.408,0.008,0.181,0.228,0.051,0,1
41,665,1,0.408,0.008,0.181,0.228,0.051,0,1
41,665,1,0.408,0.008,0.181,0.228,0.051,0,1
50,660,1,0.408,0.008,0.181,0.228,0.051,0,1
50,660,1,0.408,0.008,0.181,0.228,0.051,0,1
62,645,0,0.412,0.011,0.192,0.167,0.01,0,1
52,645,0,0.428,0.018,0.151,0.174,0.01,0,1
73,645,0,0.424,0.019,0.259,0.17,0.011,0,1
40,585,1,0.418,0.018,0.171,0.173,0.009,0,1
40,585,1,0.418,0.018,0.171,0.173,0.009,0,1
40,585,1,0.418,0.018,0.171,0.173,0.009,0,1
40,585,1,0.418,0.018,0.171,0.173,0.009,0,1
44,550,1,0.264,0.007,0.299,0.215,0.013,0,1
44,550,1,0.264,0.007,0.299,0.215,0.013,0,1
44,550,1,0.264,0.007,0.299,0.215,0.013,0,1
44,550,1,0.264,0.007,0.299,0.215,0.013,0,1
44,550,1,0.249,0.012,0.199,0.22,0.011,0,1
44,550,1,0.249,0.012,0.199,0.22,0.011,0,1
44,550,1,0.249,0.012,0.199,0.22,0.011,0,1
44,550,1,0.249,0.012,0.199,0.22,0.011,0,1
68,680,0,0.427,0.017,0.128,0.277,0.009,0,1
68,680,0,0.427,0.017,0.128,0.277,0.009,0,1
24,630,1,0.37,0.011,0.073,0.286,0.004,0,0
24,630,1,0.37,0.011,0.073,0.286,0.004,0,0
35,655,1,0.417,0.007,0.169,0.22,0.01,0,1
35,655,1,0.417,0.007,0.169,0.22,0.01,0,1
35,655,1,0.429,0.01,0.11,0.214,0.015,0,1
35,655,1,0.429,0.01,0.11,0.214,0.015,0,1
35,655,1,0.413,0.015,0.171,0.222,0.011,0,1
35,655,1,0.413,0.015,0.171,0.222,0.011,0,1
42,645,1,0.416,0.012,0.134,0.17,0.011,0,1
42,645,1,0.416,0.012,0.134,0.17,0.011,0,1
37,620,1,0.362,0.03,0.286,0.275,0.011,0,0
37,620,1,0.362,0.03,0.286,0.275,0.011,0,0
37,620,1,0.374,0.015,0.193,0.28,0.01,0,0
37,620,1,0.374,0.015,0.193,0.28,0.01,0,0
53,615,1,0.366,0.01,0.116,0.296,0.01,0,0
53,615,1,0.366,0.01,0.116,0.296,0.01,0,0
53,615,1,0.371,0.014,0.156,0.275,0.009,0,0
53,615,1,0.371,0.014,0.156,0.275,0.009,0,0
42,615,1,0.369,0.015,0.102,0.279,0.011,0,0
42,615,1,0.369,0.015,0.102,0.279,0.011,0,0
42,615,1,0.369,0.015,0.102,0.279,0.011,0,0
42,615,1,0.369,0.015,0.102,0.279,0.011,0,0
42,615,1,0.371,0.014,0.156,0.275,0.009,0,0
42,615,1,0.371,0.014,0.156,0.275,0.009,0,0
34,620,1,0.369,0.015,0.102,0.279,0.011,0,0
34,620,1,0.369,0.015,0.102,0.279,0.011,0,0
34,620,1,0.365,0.022,0.184,0.282,0.01,0,0
34,620,1,0.365,0.022,0.184,0.282,0.01,0,0
34,620,1,0.375,0.011,0.122,0.283,0.012,0,0
34,620,1,0.375,0.011,0.122,0.283,0.012,0,0
51,660,1,0.414,0.011,0.136,0.268,0.018,0,1
51,660,1,0.414,0.011,0.136,0.268,0.018,0,1
53,645,0,0.422,0.01,0.125,0.167,0.009,0,1
53,645,0,0.422,0.01,0.125,0.167,0.009,0,1
53,645,0,0.422,0.01,0.125,0.167,0.009,0,1
53,645,0,0.422,0.01,0.125,0.167,0.009,0,1
22,705,1,0.394,0.013,0.221,0.624,0.011,0,0
22,705,1,0.394,0.013,0.221,0.624,0.011,0,0
140,680,0,0.25,0.011,0.309,0.226,0.011,0,0
53,640,1,0.261,0.015,0.211,0.221,0.014,0,1
53,640,1,0.261,0.015,0.211,0.221,0.014,0,1
53,640,1,0.261,0.015,0.211,0.221,0.014,0,1
53,640,1,0.261,0.015,0.211,0.221,0.014,0,1
70,660,0,0.25,0.022,0.138,0.218,0.009,0,1
70,660,0,0.25,0.022,0.138,0.218,0.009,0,1
70,660,0,0.25,0.022,0.138,0.218,0.009,0,1
70,660,0,0.25,0.022,0.138,0.218,0.009,0,1
53,645,0,0.412,0.017,0.201,0.168,0.012,0,1
53,645,0,0.412,0.017,0.201,0.168,0.012,0,1
53,645,0,0.412,0.017,0.201,0.168,0.012,0,1
53,645,0,0.412,0.017,0.201,0.168,0.012,0,1
74,640,0,0.423,0.019,0.131,0.166,0.01,0,1
74,640,0,0.423,0.019,0.131,0.166,0.01,0,1
74,640,0,0.423,0.019,0.131,0.166,0.01,0,1
74,640,0,0.423,0.019,0.131,0.166,0.01,0,1
160,675,0,0.411,0.013,0.144,0.168,0.008,0,1
120,680,0,0.428,0.013,0.162,0.175,0.009,0,1
120,680,0,0.428,0.013,0.162,0.175,0.009,0,1
60,670,1,0.406,0.011,0.283,0.267,0.011,0,1
60,670,1,0.406,0.011,0.283,0.267,0.011,0,1
45,635,1,0.417,0.011,0.145,0.169,0.01,0,1
85,645,0,0.424,0.019,0.259,0.17,0.011,0,1
125,685,0,0.25,0.011,0.309,0.226,0.011,0,0
140,680,0,0.413,0.019,0.151,0.17,0.01,0,1
60,645,0,0.421,0.01,0.159,0.167,0.009,0,1
60,645,0,0.411,0.015,0.102,0.174,0.012,0,1
140,680,0,0.405,0.014,0.172,0.168,0.009,0,1
160,675,0,0.433,0.009,0.129,0.172,0.009,0,1
45,635,1,0.424,0.01,0.134,0.168,0.012,0,1
60,575,1,0.314,0.009,1.803,0.315,0.013,0,0
60,575,1,0.314,0.009,1.803,0.315,0.013,0,0
60,575,1,0.309,0.008,1.847,0.321,0.01,0,0
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
160,675,1,0.24,0.01,0.219,0.218,0.013,0,1
23,700,1,0.394,0.016,0.178,0.617,0.013,0,0
23,700,1,0.394,0.016,0.178,0.617,0.013,0,0
26,705,1,0.394,0.016,0.178,0.617,0.013,0,0
26,705,1,0.394,0.016,0.178,0.617,0.013,0,0
29,705,1,0.394,0.016,0.178,0.617,0.013,0,0
29,705,1,0.394,0.016,0.178,0.617,0.013,0,0
32,705,1,0.394,0.016,0.178,0.617,0.013,0,0
32,705,1,0.394,0.016,0.178,0.617,0.013,0,0
47,705,1,0.394,0.013,0.221,0.624,0.011,0,0
47,705,1,0.394,0.013,0.221,0.624,0.011,0,0
62,705,1,0.394,0.013,0.221,0.624,0.011,0,0
62,705,1,0.394,0.013,0.221,0.624,0.011,0,0
70,705,1,0.394,0.013,0.221,0.624,0.011,0,0
70,705,1,0.394,0.013,0.221,0.624,0.011,0,0
75,705,1,0.394,0.016,0.178,0.617,0.013,0,0
75,705,1,0.394,0.016,0.178,0.617,0.013,0,0
90,705,1,0.394,0.016,0.178,0.617,0.013,0,0
90,705,1,0.394,0.016,0.178,0.617,0.013,0,0
100,705,1,0.394,0.016,0.178,0.617,0.013,0,0
100,705,1,0.394,0.016,0.178,0.617,0.013,0,0
130,705,1,0.404,0.012,0.145,0.623,0.009,0,0
130,705,1,0.404,0.012,0.145,0.623,0.009,0,0
136,700,1,0.39,0.013,0.166,0.613,0.009,0,0
136,700,1,0.39,0.013,0.166,0.613,0.009,0,0
55,700,1,0.5,0.009,0.168,0.028,0.012,1,0
55,700,1,0.5,0.009,0.168,0.028,0.012,1,0
55,700,1,0.5,0.009,0.168,0.028,0.012,1,0
55,700,1,0.5,0.009,0.168,0.028,0.012,1,0
85,625,0,0.26,0.012,0.239,0.216,0.012,0,1
85,625,0,0.26,0.012,0.239,0.216,0.012,0,1
85,625,0,0.26,0.012,0.239,0.216,0.012,0,1
85,625,0,0.26,0.012,0.239,0.216,0.012,0,1
52,695,0,0.424,0.01,0.134,0.168,0.012,0,1
120,680,0,0.426,0.018,0.144,0.171,0.009,0,1
65,655,0,0.41,0.016,0.133,0.168,0.014,0,1
85,665,0,0.426,0.017,0.132,0.172,0.012,0,1
85,665,0,0.424,0.018,0.106,0.169,0.017,0,1
85,665,0,0.415,0.017,0.178,0.16,0.008,0,1
130,680,0,0.428,0.013,0.162,0.175,0.009,0,1
120,680,0,0.426,0.018,0.144,0.171,0.009,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
23,645,1,0.42,0.021,0.19,0.163,0.012,0,1
23,645,1,0.415,0.017,0.178,0.16,0.008,0,1
140,630,0,0.286,0.013,0.146,0.233,0.027,0,0
140,630,0,0.286,0.013,0.146,0.233,0.027,0,0
136,630,0,0.286,0.013,0.146,0.233,0.027,0,0
136,630,0,0.286,0.013,0.146,0.233,0.027,0,0
136,630,0,0.286,0.013,0.146,0.233,0.027,0,0
136,630,0,0.286,0.013,0.146,0.233,0.027,0,0
40,570,1,0.333,0.007,1.502,0.237,0.018,0,0
40,570,1,0.333,0.007,1.502,0.237,0.018,0,0
40,570,1,0.333,0.007,1.502,0.237,0.018,0,0
40,570,1,0.333,0.007,1.502,0.237,0.018,0,0
40,570,1,0.323,0.012,1.68,0.243,0.017,0,0
40,570,1,0.323,0.012,1.68,0.243,0.017,0,0
40,570,1,0.323,0.012,1.68,0.243,0.017,0,0
40,570,1,0.323,0.012,1.68,0.243,0.017,0,0
40,570,1,0.33,0.008,1.545,0.228,0.015,0,0
40,570,1,0.33,0.008,1.545,0.228,0.015,0,0
40,570,1,0.33,0.008,1.545,0.228,0.015,0,0
40,570,1,0.33,0.008,1.545,0.228,0.015,0,0
30,640,1,0.472,0.005,0.083,0.012,0.009,1,0
30,640,1,0.472,0.005,0.083,0.012,0.009,1,0
30,640,1,0.472,0.005,0.083,0.012,0.009,1,0
30,640,1,0.472,0.005,0.083,0.012,0.009,1,0
32,645,1,0.448,0.025,0.161,0.03,0.01,1,0
32,645,1,0.448,0.025,0.161,0.03,0.01,1,0
32,645,1,0.448,0.025,0.161,0.03,0.01,1,0
32,645,1,0.448,0.025,0.161,0.03,0.01,1,0
32,645,1,0.461,0.014,0.113,0.019,0.009,1,0
32,645,1,0.461,0.014,0.113,0.019,0.009,1,0
32,645,1,0.461,0.014,0.113,0.019,0.009,1,0
32,645,1,0.461,0.014,0.113,0.019,0.009,1,0
40,670,1,0.448,0.025,0.161,0.03,0.01,1,0
40,670,1,0.448,0.025,0.161,0.03,0.01,1,0
40,670,1,0.448,0.025,0.161,0.03,0.01,1,0
40,670,1,0.448,0.025,0.161,0.03,0.01,1,0
100,710,1,0.461,0.014,0.113,0.019,0.009,1,0
55,645,0,0.424,0.01,0.134,0.168,0.012,0,1
55,645,0,0.416,0.018,0.188,0.167,0.016,0,1
70,645,0,0.424,0.019,0.259,0.17,0.011,0,1
75,635,0,0.409,0.01,0.144,0.173,0.014,0,1
30,585,1,0.428,0.018,0.151,0.174,0.01,0,1
30,585,1,0.428,0.018,0.151,0.174,0.01,0,1
30,585,1,0.428,0.018,0.151,0.174,0.01,0,1
30,585,1,0.428,0.018,0.151,0.174,0.01,0,1
60,645,0,0.411,0.015,0.102,0.174,0.012,0,1
22,580,1,0.261,0.012,0.125,0.213,0.009,0,1
22,580,1,0.261,0.012,0.125,0.213,0.009,0,1
22,580,1,0.251,0.01,0.211,0.222,0.011,0,1
22,580,1,0.251,0.01,0.211,0.222,0.011,0,1
22,580,1,0.251,0.01,0.211,0.222,0.011,0,1
22,580,1,0.251,0.01,0.211,0.222,0.011,0,1
22,580,1,0.243,0.014,0.196,0.221,0.01,0,1
22,580,1,0.243,0.014,0.196,0.221,0.01,0,1
22,580,1,0.243,0.014,0.196,0.221,0.01,0,1
22,580,1,0.243,0.014,0.196,0.221,0.01,0,1
25,580,1,0.243,0.014,0.196,0.221,0.01,0,1
25,580,1,0.243,0.014,0.196,0.221,0.01,0,1
25,580,1,0.243,0.014,0.196,0.221,0.01,0,1
25,580,1,0.243,0.014,0.196,0.221,0.01,0,1
30,575,1,0.252,0.02,0.231,0.213,0.01,0,1
30,575,1,0.252,0.02,0.231,0.213,0.01,0,1
30,575,1,0.252,0.02,0.231,0.213,0.01,0,1
30,575,1,0.252,0.02,0.231,0.213,0.01,0,1
30,575,1,0.26,0.012,0.239,0.216,0.012,0,1
30,575,1,0.26,0.012,0.239,0.216,0.012,0,1
30,575,1,0.26,0.012,0.239,0.216,0.012,0,1
30,575,1,0.26,0.012,0.239,0.216,0.012,0,1
35,575,1,0.26,0.012,0.239,0.216,0.012,0,1
35,575,1,0.26,0.012,0.239,0.216,0.012,0,1
35,575,1,0.26,0.012,0.239,0.216,0.012,0,1
35,575,1,0.26,0.012,0.239,0.216,0.012,0,1
35,575,1,0.251,0.01,0.211,0.222,0.011,0,1
35,575,1,0.251,0.01,0.211,0.222,0.011,0,1
35,575,1,0.251,0.01,0.211,0.222,0.011,0,1
35,575,1,0.251,0.01,0.211,0.222,0.011,0,1
35,575,1,0.249,0.012,0.128,0.221,0.006,0,1
35,575,1,0.249,0.012,0.128,0.221,0.006,0,1
35,575,1,0.249,0.012,0.128,0.221,0.006,0,1
35,575,1,0.249,0.012,0.128,0.221,0.006,0,1
37,575,1,0.254,0.013,0.264,0.228,0.009,0,1
37,575,1,0.254,0.013,0.264,0.228,0.009,0,1
40,565,1,0.251,0.01,0.211,0.222,0.011,0,1
40,565,1,0.251,0.01,0.211,0.222,0.011,0,1
40,565,1,0.251,0.01,0.211,0.222,0.011,0,1
40,565,1,0.251,0.01,0.211,0.222,0.011,0,1
40,565,1,0.261,0.012,0.125,0.213,0.009,0,1
40,565,1,0.261,0.012,0.125,0.213,0.009,0,1
40,565,1,0.261,0.012,0.125,0.213,0.009,0,1
40,565,1,0.261,0.012,0.125,0.213,0.009,0,1
40,565,1,0.252,0.009,0.204,0.224,0.011,0,1
40,565,1,0.252,0.009,0.204,0.224,0.011,0,1
40,565,1,0.252,0.009,0.204,0.224,0.011,0,1
40,565,1,0.252,0.009,0.204,0.224,0.011,0,1
40,565,1,0.254,0.013,0.264,0.228,0.009,0,1
40,565,1,0.254,0.013,0.264,0.228,0.009,0,1
40,565,1,0.254,0.013,0.264,0.228,0.009,0,1
40,565,1,0.254,0.013,0.264,0.228,0.009,0,1
45,590,1,0.242,0.021,0.152,0.222,0.01,0,1
45,590,1,0.242,0.021,0.152,0.222,0.01,0,1
45,590,1,0.242,0.021,0.152,0.222,0.01,0,1
45,590,1,0.242,0.021,0.152,0.222,0.01,0,1
50,610,1,0.249,0.012,0.128,0.221,0.006,0,1
50,610,1,0.249,0.012,0.128,0.221,0.006,0,1
50,610,1,0.249,0.012,0.128,0.221,0.006,0,1
50,610,1,0.249,0.012,0.128,0.221,0.006,0,1
50,610,1,0.261,0.012,0.125,0.213,0.009,0,1
50,610,1,0.261,0.012,0.125,0.213,0.009,0,1
50,610,1,0.261,0.012,0.125,0.213,0.009,0,1
50,610,1,0.261,0.012,0.125,0.213,0.009,0,1
55,640,0,0.26,0.012,0.239,0.216,0.012,0,1
55,640,0,0.26,0.012,0.239,0.216,0.012,0,1
55,640,0,0.26,0.012,0.239,0.216,0.012,0,1
55,640,0,0.26,0.012,0.239,0.216,0.012,0,1
55,640,0,0.252,0.009,0.201,0.221,0.012,0,1
55,640,0,0.252,0.009,0.201,0.221,0.012,0,1
55,640,0,0.252,0.009,0.201,0.221,0.012,0,1
55,640,0,0.252,0.009,0.201,0.221,0.012,0,1
55,640,0,0.267,0.015,0.185,0.221,0.009,0,1
55,640,0,0.267,0.015,0.185,0.221,0.009,0,1
55,640,0,0.267,0.015,0.185,0.221,0.009,0,1
55,640,0,0.267,0.015,0.185,0.221,0.009,0,1
55,640,0,0.263,0.011,0.189,0.229,0.009,0,1
55,640,0,0.263,0.011,0.189,0.229,0.009,0,1
55,640,0,0.263,0.011,0.189,0.229,0.009,0,1
55,640,0,0.263,0.011,0.189,0.229,0.009,0,1
60,640,0,0.26,0.012,0.239,0.216,0.012,0,1
60,640,0,0.26,0.012,0.239,0.216,0.012,0,1
60,640,0,0.26,0.012,0.239,0.216,0.012,0,1
60,640,0,0.26,0.012,0.239,0.216,0.012,0,1
60,640,0,0.243,0.014,0.196,0.221,0.01,0,1
60,640,0,0.243,0.014,0.196,0.221,0.01,0,1
60,640,0,0.243,0.014,0.196,0.221,0.01,0,1
60,640,0,0.243,0.014,0.196,0.221,0.01,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
60,640,0,0.261,0.015,0.211,0.221,0.014,0,1
65,630,0,0.26,0.012,0.239,0.216,0.012,0,1
65,630,0,0.26,0.012,0.239,0.216,0.012,0,1
65,630,0,0.26,0.012,0.239,0.216,0.012,0,1
65,630,0,0.26,0.012,0.239,0.216,0.012,0,1
70,625,0,0.261,0.015,0.211,0.221,0.014,0,1
70,625,0,0.261,0.015,0.211,0.221,0.014,0,1
70,625,0,0.261,0.015,0.211,0.221,0.014,0,1
70,625,0,0.261,0.015,0.211,0.221,0.014,0,1
75,625,0,0.251,0.01,0.211,0.222,0.011,0,1
75,625,0,0.251,0.01,0.211,0.222,0.011,0,1
75,625,0,0.251,0.01,0.211,0.222,0.011,0,1
75,625,0,0.251,0.01,0.211,0.222,0.011,0,1
75,625,0,0.249,0.012,0.128,0.221,0.006,0,1
75,625,0,0.249,0.012,0.128,0.221,0.006,0,1
75,625,0,0.261,0.015,0.211,0.221,0.014,0,1
75,625,0,0.261,0.015,0.211,0.221,0.014,0,1
75,625,0,0.261,0.015,0.211,0.221,0.014,0,1
75,625,0,0.261,0.015,0.211,0.221,0.014,0,1
75,625,0,0.247,0.02,0.161,0.219,0.014,0,1
75,625,0,0.247,0.02,0.161,0.219,0.014,0,1
75,625,0,0.247,0.02,0.161,0.219,0.014,0,1
75,625,0,0.247,0.02,0.161,0.219,0.014,0,1
80,640,0,0.257,0.011,0.13,0.223,0.008,0,1
80,640,0,0.257,0.011,0.13,0.223,0.008,0,1
80,640,0,0.257,0.011,0.13,0.223,0.008,0,1
80,640,0,0.257,0.011,0.13,0.223,0.008,0,1
85,625,0,0.254,0.013,0.264,0.228,0.009,0,1
85,625,0,0.254,0.013,0.264,0.228,0.009,0,1
85,625,0,0.254,0.013,0.264,0.228,0.009,0,1
85,625,0,0.254,0.013,0.264,0.228,0.009,0,1
90,625,0,0.26,0.012,0.239,0.216,0.012,0,1
90,625,0,0.26,0.012,0.239,0.216,0.012,0,1
90,625,0,0.26,0.012,0.239,0.216,0.012,0,1
90,625,0,0.26,0.012,0.239,0.216,0.012,0,1
100,645,0,0.249,0.012,0.128,0.221,0.006,0,1
100,645,0,0.257,0.011,0.13,0.223,0.008,0,1
110,685,0,0.249,0.012,0.128,0.221,0.006,0,1
120,685,0,0.25,0.011,0.309,0.226,0.011,0,0
150,690,0,0.257,0.011,0.13,0.223,0.008,0,1
160,675,0,0.257,0.011,0.13,0.223,0.008,0,1
160,675,0,0.257,0.011,0.13,0.223,0.008,0,1
170,675,0,0.25,0.014,0.156,0.205,0.009,0,1
25,580,1,0.251,0.01,0.211,0.222,0.011,0,1
25,580,1,0.251,0.01,0.211,0.222,0.011,0,1
25,580,1,0.251,0.01,0.211,0.222,0.011,0,1
25,580,1,0.251,0.01,0.211,0.222,0.011,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.424,0.01,0.134,0.168,0.012,0,1
30,585,1,0.419,0.01,0.197,0.169,0.011,0,1
30,585,1,0.419,0.01,0.197,0.169,0.011,0,1
30,585,1,0.419,0.01,0.197,0.169,0.011,0,1
30,585,1,0.419,0.01,0.197,0.169,0.011,0,1
30,585,1,0.421,0.017,0.147,0.167,0.009,0,1
30,585,1,0.421,0.017,0.147,0.167,0.009,0,1
30,585,1,0.421,0.017,0.147,0.167,0.009,0,1
30,585,1,0.421,0.017,0.147,0.167,0.009,0,1
40,585,1,0.415,0.013,0.139,0.169,0.009,0,1
40,585,1,0.415,0.013,0.139,0.169,0.009,0,1
40,585,1,0.415,0.013,0.139,0.169,0.009,0,1
40,585,1,0.415,0.013,0.139,0.169,0.009,0,1
40,585,1,0.431,0.018,0.189,0.168,0.007,0,1
40,585,1,0.431,0.018,0.189,0.168,0.007,0,1
40,585,1,0.431,0.018,0.189,0.168,0.007,0,1
40,585,1,0.431,0.018,0.189,0.168,0.007,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.426,0.015,0.098,0.175,0.01,0,1
40,585,1,0.419,0.015,0.198,0.173,0.012,0,1
40,585,1,0.419,0.015,0.198,0.173,0.012,0,1
40,585,1,0.419,0.015,0.198,0.173,0.012,0,1
40,585,1,0.419,0.015,0.198,0.173,0.012,0,1
40,585,1,0.415,0.01,0.334,0.165,0.013,0,0
40,585,1,0.415,0.01,0.334,0.165,0.013,0,0
